#I	err_I	B	err_B	l	err_l	d	err_d
-2.3355	0.001	-827	24.81	0.477	0.004	0.002	0.00005
-2.3415	0.001	-829	24.87	0.477	0.004	0.002	0.00005
-2.3445	0.001	-831.5	24.945	0.477	0.004	0.002	0.00005
-2.352	0.001	-830.5	24.915	0.477	0.004	0.002	0.00005
-2.3595	0.001	-836	25.08	0.477	0.004	0.002	0.00005
-2.367	0.001	-837	25.11	0.477	0.004	0.002	0.00005
-2.3715	0.001	-839	25.17	0.477	0.004	0.002	0.00005
-2.376	0.001	-840	25.2	0.477	0.004	0.002	0.00005
-2.3805	0.001	-841	25.23	0.477	0.004	0.002	0.00005
-2.3865	0.001	-842.5	25.275	0.477	0.004	0.002	0.00005
-2.394	0.001	-840.5	25.215	0.477	0.004	0.002	0.00005
-2.403	0.001	-843	25.29	0.477	0.004	0.002	0.00005
-2.412	0.001	-844	25.32	0.477	0.004	0.002	0.00005
-2.415	0.001	-845.5	25.365	0.477	0.004	0.002	0.00005
-2.421	0.001	-850.5	25.515	0.477	0.004	0.002	0.00005
-2.4285	0.001	-850	25.5	0.477	0.004	0.002	0.00005
-2.436	0.001	-853	25.59	0.477	0.004	0.002	0.00005
-2.4495	0.001	-853	25.59	0.477	0.004	0.002	0.00005
-2.463	0.001	-859.5	25.785	0.477	0.004	0.002	0.00005
-2.4705	0.001	-859	25.77	0.477	0.004	0.002	0.00005
-2.478	0.001	-859.5	25.785	0.477	0.004	0.002	0.00005
-2.4855	0.001	-861	25.83	0.477	0.004	0.002	0.00005
-2.49	0.001	-862.5	25.875	0.477	0.004	0.002	0.00005
-2.493	0.001	-864	25.92	0.477	0.004	0.002	0.00005
-2.496	0.001	-866	25.98	0.477	0.004	0.002	0.00005
-2.496	0.001	-868.5	26.055	0.477	0.004	0.002	0.00005
-2.5005	0.001	-865.5	25.965	0.477	0.004	0.002	0.00005
-2.505	0.001	-869.5	26.085	0.477	0.004	0.002	0.00005
-2.5095	0.001	-871	26.13	0.477	0.004	0.002	0.00005
-2.5095	0.001	-867.5	26.025	0.477	0.004	0.002	0.00005
-2.5125	0.001	-868.5	26.055	0.477	0.004	0.002	0.00005
-2.5185	0.001	-870	26.1	0.477	0.004	0.002	0.00005
-2.523	0.001	-870	26.1	0.477	0.004	0.002	0.00005
-2.5245	0.001	-874.5	26.235	0.477	0.004	0.002	0.00005
-2.526	0.001	-871	26.13	0.477	0.004	0.002	0.00005
-2.535	0.001	-876	26.28	0.477	0.004	0.002	0.00005
-2.5395	0.001	-873.5	26.205	0.477	0.004	0.002	0.00005
-2.5455	0.001	-875	26.25	0.477	0.004	0.002	0.00005
-2.5485	0.001	-878.5	26.355	0.477	0.004	0.002	0.00005
-2.553	0.001	-879.5	26.385	0.477	0.004	0.002	0.00005
-2.5545	0.001	-879.5	26.385	0.477	0.004	0.002	0.00005
-2.5575	0.001	-881.5	26.445	0.477	0.004	0.002	0.00005
-2.5635	0.001	-880	26.4	0.477	0.004	0.002	0.00005
-2.5665	0.001	-882	26.46	0.477	0.004	0.002	0.00005
-2.5755	0.001	-882	26.46	0.477	0.004	0.002	0.00005
-2.5785	0.001	-885.5	26.565	0.477	0.004	0.002	0.00005
-2.5875	0.001	-886.5	26.595	0.477	0.004	0.002	0.00005
-2.5965	0.001	-888	26.64	0.477	0.004	0.002	0.00005
-2.598	0.001	-886.5	26.595	0.477	0.004	0.002	0.00005
-2.6025	0.001	-890.5	26.715	0.477	0.004	0.002	0.00005
-2.6085	0.001	-888	26.64	0.477	0.004	0.002	0.00005
-2.6145	0.001	-893.5	26.805	0.477	0.004	0.002	0.00005
-2.6205	0.001	-894	26.82	0.477	0.004	0.002	0.00005
-2.628	0.001	-891.5	26.745	0.477	0.004	0.002	0.00005
-2.6295	0.001	-897	26.91	0.477	0.004	0.002	0.00005
-2.634	0.001	-893.5	26.805	0.477	0.004	0.002	0.00005
-2.6325	0.001	-895	26.85	0.477	0.004	0.002	0.00005
-2.6385	0.001	-894.5	26.835	0.477	0.004	0.002	0.00005
-2.643	0.001	-899.5	26.985	0.477	0.004	0.002	0.00005
-2.649	0.001	-897	26.91	0.477	0.004	0.002	0.00005
-2.652	0.001	-897.5	26.925	0.477	0.004	0.002	0.00005
-2.658	0.001	-898.5	26.955	0.477	0.004	0.002	0.00005
-2.6625	0.001	-903	27.09	0.477	0.004	0.002	0.00005
-2.6775	0.001	-904	27.12	0.477	0.004	0.002	0.00005
-2.6895	0.001	-905.5	27.165	0.477	0.004	0.002	0.00005
-2.6955	0.001	-907	27.21	0.477	0.004	0.002	0.00005
-2.7045	0.001	-908.5	27.255	0.477	0.004	0.002	0.00005
-2.709	0.001	-909.5	27.285	0.477	0.004	0.002	0.00005
-2.7195	0.001	-913	27.39	0.477	0.004	0.002	0.00005
-2.724	0.001	-915	27.45	0.477	0.004	0.002	0.00005
-2.733	0.001	-915.5	27.465	0.477	0.004	0.002	0.00005
-2.742	0.001	-913.5	27.405	0.477	0.004	0.002	0.00005
-2.748	0.001	-915.5	27.465	0.477	0.004	0.002	0.00005
-2.757	0.001	-921.5	27.645	0.477	0.004	0.002	0.00005
-2.766	0.001	-923.5	27.705	0.477	0.004	0.002	0.00005
-2.7735	0.001	-920	27.6	0.477	0.004	0.002	0.00005
-2.7765	0.001	-925.5	27.765	0.477	0.004	0.002	0.00005
-2.7825	0.001	-924	27.72	0.477	0.004	0.002	0.00005
-2.787	0.001	-927.5	27.825	0.477	0.004	0.002	0.00005
-2.7975	0.001	-929.5	27.885	0.477	0.004	0.002	0.00005
-2.802	0.001	-926	27.78	0.477	0.004	0.002	0.00005
-2.8065	0.001	-926.5	27.795	0.477	0.004	0.002	0.00005
-2.814	0.001	-927.5	27.825	0.477	0.004	0.002	0.00005
-2.817	0.001	-929	27.87	0.477	0.004	0.002	0.00005
-2.8245	0.001	-930.5	27.915	0.477	0.004	0.002	0.00005
-2.847	0.001	-937.5	28.125	0.477	0.004	0.002	0.00005
-2.8545	0.001	-935.5	28.065	0.477	0.004	0.002	0.00005
-2.8665	0.001	-939	28.17	0.477	0.004	0.002	0.00005
-2.88	0.001	-941.5	28.245	0.477	0.004	0.002	0.00005
-2.892	0.001	-946	28.38	0.477	0.004	0.002	0.00005
-2.898	0.001	-942.5	28.275	0.477	0.004	0.002	0.00005
-2.901	0.001	-943.5	28.305	0.477	0.004	0.002	0.00005
-2.9055	0.001	-944	28.32	0.477	0.004	0.002	0.00005
-2.9115	0.001	-946	28.38	0.477	0.004	0.002	0.00005
-2.919	0.001	-945.5	28.365	0.477	0.004	0.002	0.00005
-2.922	0.001	-948	28.44	0.477	0.004	0.002	0.00005
-2.922	0.001	-947.5	28.425	0.477	0.004	0.002	0.00005
-2.925	0.001	-950.5	28.515	0.477	0.004	0.002	0.00005
-2.922	0.001	-951.5	28.545	0.477	0.004	0.002	0.00005
-2.922	0.001	-950	28.5	0.477	0.004	0.002	0.00005
-2.922	0.001	-947	28.41	0.477	0.004	0.002	0.00005
-2.9235	0.001	-948	28.44	0.477	0.004	0.002	0.00005
-2.922	0.001	-952	28.56	0.477	0.004	0.002	0.00005
-2.922	0.001	-951.5	28.545	0.477	0.004	0.002	0.00005
-2.922	0.001	-947	28.41	0.477	0.004	0.002	0.00005
-2.922	0.001	-947.5	28.425	0.477	0.004	0.002	0.00005
-2.9205	0.001	-948.5	28.455	0.477	0.004	0.002	0.00005
-2.922	0.001	-952	28.56	0.477	0.004	0.002	0.00005
-2.922	0.001	-947.5	28.425	0.477	0.004	0.002	0.00005
-2.9205	0.001	-948	28.44	0.477	0.004	0.002	0.00005
-2.922	0.001	-948	28.44	0.477	0.004	0.002	0.00005
-2.922	0.001	-949.5	28.485	0.477	0.004	0.002	0.00005
-2.922	0.001	-947	28.41	0.477	0.004	0.002	0.00005
-2.9235	0.001	-950.5	28.515	0.477	0.004	0.002	0.00005
-2.922	0.001	-950	28.5	0.477	0.004	0.002	0.00005
-2.922	0.001	-949.5	28.485	0.477	0.004	0.002	0.00005
-2.922	0.001	-951.5	28.545	0.477	0.004	0.002	0.00005
-2.922	0.001	-947.5	28.425	0.477	0.004	0.002	0.00005
-2.9205	0.001	-950.5	28.515	0.477	0.004	0.002	0.00005
-2.922	0.001	-947	28.41	0.477	0.004	0.002	0.00005
-2.9205	0.001	-948	28.44	0.477	0.004	0.002	0.00005
-2.922	0.001	-950.5	28.515	0.477	0.004	0.002	0.00005
-2.922	0.001	-948.5	28.455	0.477	0.004	0.002	0.00005
-2.922	0.001	-952	28.56	0.477	0.004	0.002	0.00005
-2.9205	0.001	-949.5	28.485	0.477	0.004	0.002	0.00005
-2.9205	0.001	-951	28.53	0.477	0.004	0.002	0.00005
-2.922	0.001	-951.5	28.545	0.477	0.004	0.002	0.00005
-2.9205	0.001	-949	28.47	0.477	0.004	0.002	0.00005
-2.922	0.001	-947	28.41	0.477	0.004	0.002	0.00005
-2.922	0.001	-947.5	28.425	0.477	0.004	0.002	0.00005
-2.9205	0.001	-951	28.53	0.477	0.004	0.002	0.00005
-2.9205	0.001	-952	28.56	0.477	0.004	0.002	0.00005
-2.9205	0.001	-952	28.56	0.477	0.004	0.002	0.00005
-2.9205	0.001	-949	28.47	0.477	0.004	0.002	0.00005
-2.9205	0.001	-947.5	28.425	0.477	0.004	0.002	0.00005
-2.922	0.001	-946.5	28.395	0.477	0.004	0.002	0.00005
-2.9205	0.001	-951.5	28.545	0.477	0.004	0.002	0.00005
-2.9205	0.001	-950.5	28.515	0.477	0.004	0.002	0.00005
