#I	err_I	B	err_B	l	err_l	d	err_d
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.931	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.931	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9295	0.001	961	28.83	0.477	0.004	0.002	0.00005
2.9295	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.925	0.001	961	28.83	0.477	0.004	0.002	0.00005
2.9235	0.001	961	28.83	0.477	0.004	0.002	0.00005
2.922	0.001	960.5	28.815	0.477	0.004	0.002	0.00005
2.9205	0.001	960.5	28.815	0.477	0.004	0.002	0.00005
2.919	0.001	960.5	28.815	0.477	0.004	0.002	0.00005
2.9175	0.001	960.5	28.815	0.477	0.004	0.002	0.00005
2.9175	0.001	960	28.8	0.477	0.004	0.002	0.00005
2.916	0.001	960	28.8	0.477	0.004	0.002	0.00005
2.913	0.001	960.5	28.815	0.477	0.004	0.002	0.00005
2.91	0.001	959.5	28.785	0.477	0.004	0.002	0.00005
2.904	0.001	959.5	28.785	0.477	0.004	0.002	0.00005
2.9025	0.001	959.5	28.785	0.477	0.004	0.002	0.00005
2.901	0.001	959	28.77	0.477	0.004	0.002	0.00005
2.8995	0.001	959	28.77	0.477	0.004	0.002	0.00005
2.8995	0.001	959	28.77	0.477	0.004	0.002	0.00005
2.898	0.001	959	28.77	0.477	0.004	0.002	0.00005
2.8965	0.001	959	28.77	0.477	0.004	0.002	0.00005
2.898	0.001	959	28.77	0.477	0.004	0.002	0.00005
2.8965	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.8935	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.8935	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.8935	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.8935	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.8905	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.8905	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.889	0.001	958.5	28.755	0.477	0.004	0.002	0.00005
2.8905	0.001	958	28.74	0.477	0.004	0.002	0.00005
2.8875	0.001	958	28.74	0.477	0.004	0.002	0.00005
2.886	0.001	958	28.74	0.477	0.004	0.002	0.00005
2.8845	0.001	957.5	28.725	0.477	0.004	0.002	0.00005
2.8785	0.001	957	28.71	0.477	0.004	0.002	0.00005
2.871	0.001	957	28.71	0.477	0.004	0.002	0.00005
2.871	0.001	956.5	28.695	0.477	0.004	0.002	0.00005
2.868	0.001	956.5	28.695	0.477	0.004	0.002	0.00005
2.865	0.001	956.5	28.695	0.477	0.004	0.002	0.00005
2.865	0.001	956	28.68	0.477	0.004	0.002	0.00005
2.865	0.001	956	28.68	0.477	0.004	0.002	0.00005
2.862	0.001	956	28.68	0.477	0.004	0.002	0.00005
2.862	0.001	955.5	28.665	0.477	0.004	0.002	0.00005
2.859	0.001	956	28.68	0.477	0.004	0.002	0.00005
2.856	0.001	955.5	28.665	0.477	0.004	0.002	0.00005
2.8545	0.001	955	28.65	0.477	0.004	0.002	0.00005
2.8515	0.001	955	28.65	0.477	0.004	0.002	0.00005
2.85	0.001	954.5	28.635	0.477	0.004	0.002	0.00005
2.8485	0.001	954.5	28.635	0.477	0.004	0.002	0.00005
2.8425	0.001	954	28.62	0.477	0.004	0.002	0.00005
2.841	0.001	954	28.62	0.477	0.004	0.002	0.00005
2.838	0.001	953.5	28.605	0.477	0.004	0.002	0.00005
2.832	0.001	953.5	28.605	0.477	0.004	0.002	0.00005
2.829	0.001	952.5	28.575	0.477	0.004	0.002	0.00005
2.823	0.001	952	28.56	0.477	0.004	0.002	0.00005
2.8215	0.001	952	28.56	0.477	0.004	0.002	0.00005
2.8185	0.001	951.5	28.545	0.477	0.004	0.002	0.00005
2.817	0.001	951.5	28.545	0.477	0.004	0.002	0.00005
2.8155	0.001	951.5	28.545	0.477	0.004	0.002	0.00005
2.8155	0.001	951.5	28.545	0.477	0.004	0.002	0.00005
2.8095	0.001	951	28.53	0.477	0.004	0.002	0.00005
2.808	0.001	950.5	28.515	0.477	0.004	0.002	0.00005
2.8005	0.001	949.5	28.485	0.477	0.004	0.002	0.00005
2.79	0.001	948.5	28.455	0.477	0.004	0.002	0.00005
2.7795	0.001	948	28.44	0.477	0.004	0.002	0.00005
2.775	0.001	947	28.41	0.477	0.004	0.002	0.00005
2.7705	0.001	946.5	28.395	0.477	0.004	0.002	0.00005
2.766	0.001	946	28.38	0.477	0.004	0.002	0.00005
2.763	0.001	945.5	28.365	0.477	0.004	0.002	0.00005
2.757	0.001	945.5	28.365	0.477	0.004	0.002	0.00005
2.754	0.001	945	28.35	0.477	0.004	0.002	0.00005
2.7465	0.001	944	28.32	0.477	0.004	0.002	0.00005
2.7375	0.001	943	28.29	0.477	0.004	0.002	0.00005
2.733	0.001	942.5	28.275	0.477	0.004	0.002	0.00005
2.7255	0.001	942	28.26	0.477	0.004	0.002	0.00005
2.718	0.001	941	28.23	0.477	0.004	0.002	0.00005
2.712	0.001	940.5	28.215	0.477	0.004	0.002	0.00005
2.7045	0.001	939.5	28.185	0.477	0.004	0.002	0.00005
2.7	0.001	939	28.17	0.477	0.004	0.002	0.00005
2.6985	0.001	938.5	28.155	0.477	0.004	0.002	0.00005
2.694	0.001	938	28.14	0.477	0.004	0.002	0.00005
2.6865	0.001	937.5	28.125	0.477	0.004	0.002	0.00005
2.682	0.001	937	28.11	0.477	0.004	0.002	0.00005
2.6775	0.001	936.5	28.095	0.477	0.004	0.002	0.00005
2.6715	0.001	935.5	28.065	0.477	0.004	0.002	0.00005
2.6625	0.001	934.5	28.035	0.477	0.004	0.002	0.00005
2.649	0.001	933	27.99	0.477	0.004	0.002	0.00005
2.637	0.001	931.5	27.945	0.477	0.004	0.002	0.00005
2.631	0.001	930.5	27.915	0.477	0.004	0.002	0.00005
2.622	0.001	929.5	27.885	0.477	0.004	0.002	0.00005
2.6145	0.001	928.5	27.855	0.477	0.004	0.002	0.00005
2.607	0.001	927.5	27.825	0.477	0.004	0.002	0.00005
2.5995	0.001	926.5	27.795	0.477	0.004	0.002	0.00005
2.5935	0.001	925.5	27.765	0.477	0.004	0.002	0.00005
2.592	0.001	925	27.75	0.477	0.004	0.002	0.00005
2.5845	0.001	924.5	27.735	0.477	0.004	0.002	0.00005
2.577	0.001	923.5	27.705	0.477	0.004	0.002	0.00005
2.5695	0.001	922	27.66	0.477	0.004	0.002	0.00005
2.562	0.001	921.5	27.645	0.477	0.004	0.002	0.00005
2.556	0.001	920.5	27.615	0.477	0.004	0.002	0.00005
2.5545	0.001	920	27.6	0.477	0.004	0.002	0.00005
2.5545	0.001	919.5	27.585	0.477	0.004	0.002	0.00005
2.547	0.001	919	27.57	0.477	0.004	0.002	0.00005
2.5425	0.001	918.5	27.555	0.477	0.004	0.002	0.00005
2.538	0.001	917.5	27.525	0.477	0.004	0.002	0.00005
2.5335	0.001	917	27.51	0.477	0.004	0.002	0.00005
2.529	0.001	916	27.48	0.477	0.004	0.002	0.00005
2.526	0.001	915.5	27.465	0.477	0.004	0.002	0.00005
2.52	0.001	915	27.45	0.477	0.004	0.002	0.00005
2.517	0.001	914.5	27.435	0.477	0.004	0.002	0.00005
2.5095	0.001	913.5	27.405	0.477	0.004	0.002	0.00005
2.502	0.001	912.5	27.375	0.477	0.004	0.002	0.00005
2.49	0.001	910.5	27.315	0.477	0.004	0.002	0.00005
2.484	0.001	909.5	27.285	0.477	0.004	0.002	0.00005
2.475	0.001	908.5	27.255	0.477	0.004	0.002	0.00005
2.4705	0.001	907.5	27.225	0.477	0.004	0.002	0.00005
2.4645	0.001	907	27.21	0.477	0.004	0.002	0.00005
2.4615	0.001	906	27.18	0.477	0.004	0.002	0.00005
2.4555	0.001	905	27.15	0.477	0.004	0.002	0.00005
2.4435	0.001	903.5	27.105	0.477	0.004	0.002	0.00005
2.436	0.001	902	27.06	0.477	0.004	0.002	0.00005
2.4285	0.001	901	27.03	0.477	0.004	0.002	0.00005
2.427	0.001	900.5	27.015	0.477	0.004	0.002	0.00005
2.4195	0.001	899.5	26.985	0.477	0.004	0.002	0.00005
2.4135	0.001	898.5	26.955	0.477	0.004	0.002	0.00005
2.412	0.001	897.5	26.925	0.477	0.004	0.002	0.00005
2.4075	0.001	897	26.91	0.477	0.004	0.002	0.00005
2.406	0.001	896.5	26.895	0.477	0.004	0.002	0.00005
2.4045	0.001	896.5	26.895	0.477	0.004	0.002	0.00005
2.4045	0.001	896	26.88	0.477	0.004	0.002	0.00005
2.397	0.001	895.5	26.865	0.477	0.004	0.002	0.00005
2.388	0.001	894	26.82	0.477	0.004	0.002	0.00005
2.3775	0.001	892.5	26.775	0.477	0.004	0.002	0.00005
2.3655	0.001	890.5	26.715	0.477	0.004	0.002	0.00005
2.3595	0.001	889	26.67	0.477	0.004	0.002	0.00005
2.3535	0.001	888	26.64	0.477	0.004	0.002	0.00005
2.352	0.001	887.5	26.625	0.477	0.004	0.002	0.00005
2.352	0.001	887	26.61	0.477	0.004	0.002	0.00005
2.352	0.001	887	26.61	0.477	0.004	0.002	0.00005
2.349	0.001	887	26.61	0.477	0.004	0.002	0.00005
2.346	0.001	886	26.58	0.477	0.004	0.002	0.00005
2.3415	0.001	885.5	26.565	0.477	0.004	0.002	0.00005
2.34	0.001	885	26.55	0.477	0.004	0.002	0.00005
2.334	0.001	884.5	26.535	0.477	0.004	0.002	0.00005
2.328	0.001	883.5	26.505	0.477	0.004	0.002	0.00005
2.3145	0.001	881.5	26.445	0.477	0.004	0.002	0.00005
2.3115	0.001	880	26.4	0.477	0.004	0.002	0.00005
2.307	0.001	879	26.37	0.477	0.004	0.002	0.00005
2.298	0.001	878	26.34	0.477	0.004	0.002	0.00005
2.283	0.001	876	26.28	0.477	0.004	0.002	0.00005
2.262	0.001	872	26.16	0.477	0.004	0.002	0.00005
2.2545	0.001	869.5	26.085	0.477	0.004	0.002	0.00005
2.253	0.001	868.5	26.055	0.477	0.004	0.002	0.00005
2.2515	0.001	868.5	26.055	0.477	0.004	0.002	0.00005
2.2485	0.001	868	26.04	0.477	0.004	0.002	0.00005
2.241	0.001	866.5	25.995	0.477	0.004	0.002	0.00005
2.2395	0.001	866.5	25.995	0.477	0.004	0.002	0.00005
2.2365	0.001	865.5	25.965	0.477	0.004	0.002	0.00005
2.2335	0.001	864.5	25.935	0.477	0.004	0.002	0.00005
2.229	0.001	864	25.92	0.477	0.004	0.002	0.00005
2.2275	0.001	863.5	25.905	0.477	0.004	0.002	0.00005
2.2245	0.001	863	25.89	0.477	0.004	0.002	0.00005
2.217	0.001	862	25.86	0.477	0.004	0.002	0.00005
2.211	0.001	861	25.83	0.477	0.004	0.002	0.00005
2.205	0.001	859.5	25.785	0.477	0.004	0.002	0.00005
2.1915	0.001	857.5	25.725	0.477	0.004	0.002	0.00005
2.1885	0.001	856	25.68	0.477	0.004	0.002	0.00005
2.184	0.001	855	25.65	0.477	0.004	0.002	0.00005
2.1825	0.001	854.5	25.635	0.477	0.004	0.002	0.00005
2.1825	0.001	854	25.62	0.477	0.004	0.002	0.00005
2.1735	0.001	853	25.59	0.477	0.004	0.002	0.00005
2.172	0.001	852.5	25.575	0.477	0.004	0.002	0.00005
2.166	0.001	851	25.53	0.477	0.004	0.002	0.00005
2.1525	0.001	849	25.47	0.477	0.004	0.002	0.00005
2.1525	0.001	848	25.44	0.477	0.004	0.002	0.00005
2.1465	0.001	847	25.41	0.477	0.004	0.002	0.00005
2.1405	0.001	846	25.38	0.477	0.004	0.002	0.00005
2.133	0.001	844.5	25.335	0.477	0.004	0.002	0.00005
2.1285	0.001	843	25.29	0.477	0.004	0.002	0.00005
2.1255	0.001	842	25.26	0.477	0.004	0.002	0.00005
2.121	0.001	841.5	25.245	0.477	0.004	0.002	0.00005
2.121	0.001	841	25.23	0.477	0.004	0.002	0.00005
2.1165	0.001	840	25.2	0.477	0.004	0.002	0.00005
2.1075	0.001	839.5	25.185	0.477	0.004	0.002	0.00005
2.0895	0.001	836	25.08	0.477	0.004	0.002	0.00005
2.0805	0.001	833	24.99	0.477	0.004	0.002	0.00005
2.0715	0.001	831	24.93	0.477	0.004	0.002	0.00005
2.0625	0.001	828.5	24.855	0.477	0.004	0.002	0.00005
2.055	0.001	827	24.81	0.477	0.004	0.002	0.00005
2.0475	0.001	825.5	24.765	0.477	0.004	0.002	0.00005
2.046	0.001	824.5	24.735	0.477	0.004	0.002	0.00005
2.0415	0.001	823.5	24.705	0.477	0.004	0.002	0.00005
2.04	0.001	822.5	24.675	0.477	0.004	0.002	0.00005
2.037	0.001	822	24.66	0.477	0.004	0.002	0.00005
2.0325	0.001	821.5	24.645	0.477	0.004	0.002	0.00005
2.0235	0.001	819.5	24.585	0.477	0.004	0.002	0.00005
2.013	0.001	817.5	24.525	0.477	0.004	0.002	0.00005
2.0055	0.001	816	24.48	0.477	0.004	0.002	0.00005
2.001	0.001	814	24.42	0.477	0.004	0.002	0.00005
1.998	0.001	813	24.39	0.477	0.004	0.002	0.00005
1.992	0.001	812	24.36	0.477	0.004	0.002	0.00005
1.989	0.001	811.5	24.345	0.477	0.004	0.002	0.00005
1.986	0.001	810.5	24.315	0.477	0.004	0.002	0.00005
1.986	0.001	810	24.3	0.477	0.004	0.002	0.00005
1.974	0.001	808	24.24	0.477	0.004	0.002	0.00005
1.974	0.001	807	24.21	0.477	0.004	0.002	0.00005
1.9725	0.001	807	24.21	0.477	0.004	0.002	0.00005
1.974	0.001	806.5	24.195	0.477	0.004	0.002	0.00005
1.965	0.001	805.5	24.165	0.477	0.004	0.002	0.00005
1.959	0.001	804	24.12	0.477	0.004	0.002	0.00005
1.95	0.001	802	24.06	0.477	0.004	0.002	0.00005
1.926	0.001	798	23.94	0.477	0.004	0.002	0.00005
1.911	0.001	794	23.82	0.477	0.004	0.002	0.00005
1.884	0.001	788	23.64	0.477	0.004	0.002	0.00005
1.866	0.001	782.5	23.475	0.477	0.004	0.002	0.00005
1.854	0.001	778.5	23.355	0.477	0.004	0.002	0.00005
1.839	0.001	775	23.25	0.477	0.004	0.002	0.00005
1.833	0.001	772.5	23.175	0.477	0.004	0.002	0.00005
1.8225	0.001	770	23.1	0.477	0.004	0.002	0.00005
1.8165	0.001	768	23.04	0.477	0.004	0.002	0.00005
1.8135	0.001	766.5	22.995	0.477	0.004	0.002	0.00005
1.8045	0.001	765	22.95	0.477	0.004	0.002	0.00005
1.8	0.001	763	22.89	0.477	0.004	0.002	0.00005
1.797	0.001	762	22.86	0.477	0.004	0.002	0.00005
1.7925	0.001	760.5	22.815	0.477	0.004	0.002	0.00005
1.7895	0.001	760	22.8	0.477	0.004	0.002	0.00005
1.7865	0.001	759.5	22.785	0.477	0.004	0.002	0.00005
1.7865	0.001	759	22.77	0.477	0.004	0.002	0.00005
1.7835	0.001	758.5	22.755	0.477	0.004	0.002	0.00005
1.773	0.001	756.5	22.695	0.477	0.004	0.002	0.00005
1.7715	0.001	755.5	22.665	0.477	0.004	0.002	0.00005
1.7685	0.001	754.5	22.635	0.477	0.004	0.002	0.00005
1.764	0.001	753.5	22.605	0.477	0.004	0.002	0.00005
1.7595	0.001	752	22.56	0.477	0.004	0.002	0.00005
1.7565	0.001	751	22.53	0.477	0.004	0.002	0.00005
1.755	0.001	750.5	22.515	0.477	0.004	0.002	0.00005
1.758	0.001	750.5	22.515	0.477	0.004	0.002	0.00005
1.755	0.001	750	22.5	0.477	0.004	0.002	0.00005
1.7505	0.001	749.5	22.485	0.477	0.004	0.002	0.00005
1.7475	0.001	749	22.47	0.477	0.004	0.002	0.00005
1.7505	0.001	748.5	22.455	0.477	0.004	0.002	0.00005
1.7475	0.001	748.5	22.455	0.477	0.004	0.002	0.00005
1.746	0.001	748	22.44	0.477	0.004	0.002	0.00005
1.746	0.001	747.5	22.425	0.477	0.004	0.002	0.00005
1.7445	0.001	747.5	22.425	0.477	0.004	0.002	0.00005
1.746	0.001	747	22.41	0.477	0.004	0.002	0.00005
1.7385	0.001	746.5	22.395	0.477	0.004	0.002	0.00005
1.7175	0.001	742.5	22.275	0.477	0.004	0.002	0.00005
1.6935	0.001	737	22.11	0.477	0.004	0.002	0.00005
1.677	0.001	731.5	21.945	0.477	0.004	0.002	0.00005
1.6635	0.001	727	21.81	0.477	0.004	0.002	0.00005
1.6575	0.001	724.5	21.735	0.477	0.004	0.002	0.00005
1.65	0.001	722	21.66	0.477	0.004	0.002	0.00005
1.6335	0.001	718.5	21.555	0.477	0.004	0.002	0.00005
1.6245	0.001	715.5	21.465	0.477	0.004	0.002	0.00005
1.614	0.001	712.5	21.375	0.477	0.004	0.002	0.00005
1.6095	0.001	710.5	21.315	0.477	0.004	0.002	0.00005
1.6065	0.001	710	21.3	0.477	0.004	0.002	0.00005
1.605	0.001	708.5	21.255	0.477	0.004	0.002	0.00005
1.596	0.001	706.5	21.195	0.477	0.004	0.002	0.00005
1.5885	0.001	704.5	21.135	0.477	0.004	0.002	0.00005
1.5765	0.001	702	21.06	0.477	0.004	0.002	0.00005
1.5765	0.001	700.5	21.015	0.477	0.004	0.002	0.00005
1.575	0.001	700	21	0.477	0.004	0.002	0.00005
1.575	0.001	699.5	20.985	0.477	0.004	0.002	0.00005
1.56	0.001	697	20.91	0.477	0.004	0.002	0.00005
1.5525	0.001	694	20.82	0.477	0.004	0.002	0.00005
1.5495	0.001	692.5	20.775	0.477	0.004	0.002	0.00005
1.545	0.001	691.5	20.745	0.477	0.004	0.002	0.00005
1.539	0.001	690	20.7	0.477	0.004	0.002	0.00005
1.536	0.001	689	20.67	0.477	0.004	0.002	0.00005
1.53	0.001	687	20.61	0.477	0.004	0.002	0.00005
1.5255	0.001	685	20.55	0.477	0.004	0.002	0.00005
1.5195	0.001	684	20.52	0.477	0.004	0.002	0.00005
1.515	0.001	682.5	20.475	0.477	0.004	0.002	0.00005
1.5075	0.001	680.5	20.415	0.477	0.004	0.002	0.00005
1.4985	0.001	678.5	20.355	0.477	0.004	0.002	0.00005
1.497	0.001	677.5	20.325	0.477	0.004	0.002	0.00005
1.4895	0.001	675	20.25	0.477	0.004	0.002	0.00005
1.479	0.001	672.5	20.175	0.477	0.004	0.002	0.00005
1.47	0.001	670	20.1	0.477	0.004	0.002	0.00005
1.4655	0.001	667.5	20.025	0.477	0.004	0.002	0.00005
1.461	0.001	666	19.98	0.477	0.004	0.002	0.00005
1.4535	0.001	664	19.92	0.477	0.004	0.002	0.00005
1.452	0.001	663.5	19.905	0.477	0.004	0.002	0.00005
1.452	0.001	662.5	19.875	0.477	0.004	0.002	0.00005
1.449	0.001	662	19.86	0.477	0.004	0.002	0.00005
1.449	0.001	661.5	19.845	0.477	0.004	0.002	0.00005
1.4475	0.001	661	19.83	0.477	0.004	0.002	0.00005
1.4385	0.001	660	19.8	0.477	0.004	0.002	0.00005
1.431	0.001	658	19.74	0.477	0.004	0.002	0.00005
1.4265	0.001	656	19.68	0.477	0.004	0.002	0.00005
1.4205	0.001	653.5	19.605	0.477	0.004	0.002	0.00005
1.413	0.001	652	19.56	0.477	0.004	0.002	0.00005
1.404	0.001	649.5	19.485	0.477	0.004	0.002	0.00005
1.401	0.001	647.5	19.425	0.477	0.004	0.002	0.00005
1.395	0.001	646	19.38	0.477	0.004	0.002	0.00005
1.3875	0.001	644.5	19.335	0.477	0.004	0.002	0.00005
1.3815	0.001	642.5	19.275	0.477	0.004	0.002	0.00005
1.3725	0.001	640	19.2	0.477	0.004	0.002	0.00005
1.365	0.001	637	19.11	0.477	0.004	0.002	0.00005
1.3605	0.001	635	19.05	0.477	0.004	0.002	0.00005
1.356	0.001	634	19.02	0.477	0.004	0.002	0.00005
1.3515	0.001	632.5	18.975	0.477	0.004	0.002	0.00005
1.344	0.001	630.5	18.915	0.477	0.004	0.002	0.00005
1.3425	0.001	629	18.87	0.477	0.004	0.002	0.00005
1.3335	0.001	627	18.81	0.477	0.004	0.002	0.00005
1.3245	0.001	624.5	18.735	0.477	0.004	0.002	0.00005
1.3245	0.001	623.5	18.705	0.477	0.004	0.002	0.00005
1.32	0.001	622	18.66	0.477	0.004	0.002	0.00005
1.317	0.001	621	18.63	0.477	0.004	0.002	0.00005
1.3155	0.001	620.5	18.615	0.477	0.004	0.002	0.00005
1.311	0.001	619	18.57	0.477	0.004	0.002	0.00005
1.305	0.001	617.5	18.525	0.477	0.004	0.002	0.00005
1.3005	0.001	616	18.48	0.477	0.004	0.002	0.00005
1.2975	0.001	614.5	18.435	0.477	0.004	0.002	0.00005
1.2975	0.001	614	18.42	0.477	0.004	0.002	0.00005
1.293	0.001	613.5	18.405	0.477	0.004	0.002	0.00005
1.29	0.001	612	18.36	0.477	0.004	0.002	0.00005
1.284	0.001	610	18.3	0.477	0.004	0.002	0.00005
1.2675	0.001	607	18.21	0.477	0.004	0.002	0.00005
1.2615	0.001	603.5	18.105	0.477	0.004	0.002	0.00005
1.26	0.001	602.5	18.075	0.477	0.004	0.002	0.00005
1.257	0.001	601.5	18.045	0.477	0.004	0.002	0.00005
1.254	0.001	601	18.03	0.477	0.004	0.002	0.00005
1.2495	0.001	599.5	17.985	0.477	0.004	0.002	0.00005
1.239	0.001	597	17.91	0.477	0.004	0.002	0.00005
1.2345	0.001	595	17.85	0.477	0.004	0.002	0.00005
1.227	0.001	593	17.79	0.477	0.004	0.002	0.00005
1.224	0.001	591.5	17.745	0.477	0.004	0.002	0.00005
1.218	0.001	589.5	17.685	0.477	0.004	0.002	0.00005
1.2165	0.001	588.5	17.655	0.477	0.004	0.002	0.00005
1.2135	0.001	587	17.61	0.477	0.004	0.002	0.00005
1.2045	0.001	586	17.58	0.477	0.004	0.002	0.00005
1.1985	0.001	583.5	17.505	0.477	0.004	0.002	0.00005
1.1925	0.001	581	17.43	0.477	0.004	0.002	0.00005
1.1895	0.001	579.5	17.385	0.477	0.004	0.002	0.00005
1.185	0.001	579	17.37	0.477	0.004	0.002	0.00005
1.1835	0.001	577.5	17.325	0.477	0.004	0.002	0.00005
1.179	0.001	576.5	17.295	0.477	0.004	0.002	0.00005
1.146	0.001	569	17.07	0.477	0.004	0.002	0.00005
1.125	0.001	561	16.83	0.477	0.004	0.002	0.00005
1.1085	0.001	555.5	16.665	0.477	0.004	0.002	0.00005
1.104	0.001	552	16.56	0.477	0.004	0.002	0.00005
1.098	0.001	550	16.5	0.477	0.004	0.002	0.00005
1.0965	0.001	548.5	16.455	0.477	0.004	0.002	0.00005
1.089	0.001	546.5	16.395	0.477	0.004	0.002	0.00005
1.0845	0.001	544.5	16.335	0.477	0.004	0.002	0.00005
1.077	0.001	543	16.29	0.477	0.004	0.002	0.00005
1.074	0.001	541	16.23	0.477	0.004	0.002	0.00005
1.0635	0.001	538.5	16.155	0.477	0.004	0.002	0.00005
1.059	0.001	536.5	16.095	0.477	0.004	0.002	0.00005
1.0545	0.001	534.5	16.035	0.477	0.004	0.002	0.00005
1.0455	0.001	532	15.96	0.477	0.004	0.002	0.00005
1.0335	0.001	528	15.84	0.477	0.004	0.002	0.00005
1.023	0.001	524	15.72	0.477	0.004	0.002	0.00005
1.017	0.001	521.5	15.645	0.477	0.004	0.002	0.00005
1.005	0.001	518.5	15.555	0.477	0.004	0.002	0.00005
1.0005	0.001	515.5	15.465	0.477	0.004	0.002	0.00005
0.993	0.001	513	15.39	0.477	0.004	0.002	0.00005
0.987	0.001	511.5	15.345	0.477	0.004	0.002	0.00005
0.9825	0.001	509	15.27	0.477	0.004	0.002	0.00005
0.981	0.001	508	15.24	0.477	0.004	0.002	0.00005
0.9795	0.001	507	15.21	0.477	0.004	0.002	0.00005
0.9765	0.001	506	15.18	0.477	0.004	0.002	0.00005
0.9735	0.001	505.5	15.165	0.477	0.004	0.002	0.00005
0.9735	0.001	505	15.15	0.477	0.004	0.002	0.00005
0.972	0.001	504.5	15.135	0.477	0.004	0.002	0.00005
0.969	0.001	503.5	15.105	0.477	0.004	0.002	0.00005
0.9675	0.001	503	15.09	0.477	0.004	0.002	0.00005
0.9555	0.001	499.5	14.985	0.477	0.004	0.002	0.00005
0.9465	0.001	497	14.91	0.477	0.004	0.002	0.00005
0.942	0.001	495	14.85	0.477	0.004	0.002	0.00005
0.936	0.001	492.5	14.775	0.477	0.004	0.002	0.00005
0.9345	0.001	491.5	14.745	0.477	0.004	0.002	0.00005
0.927	0.001	489	14.67	0.477	0.004	0.002	0.00005
0.921	0.001	487	14.61	0.477	0.004	0.002	0.00005
0.9045	0.001	483	14.49	0.477	0.004	0.002	0.00005
0.8985	0.001	479.5	14.385	0.477	0.004	0.002	0.00005
0.8895	0.001	476.5	14.295	0.477	0.004	0.002	0.00005
0.8805	0.001	473	14.19	0.477	0.004	0.002	0.00005
0.8745	0.001	470.5	14.115	0.477	0.004	0.002	0.00005
0.8715	0.001	469	14.07	0.477	0.004	0.002	0.00005
0.867	0.001	467	14.01	0.477	0.004	0.002	0.00005
0.8655	0.001	466	13.98	0.477	0.004	0.002	0.00005
0.8625	0.001	465	13.95	0.477	0.004	0.002	0.00005
0.8595	0.001	464	13.92	0.477	0.004	0.002	0.00005
0.8565	0.001	462.5	13.875	0.477	0.004	0.002	0.00005
0.8505	0.001	461	13.83	0.477	0.004	0.002	0.00005
0.8445	0.001	459.5	13.785	0.477	0.004	0.002	0.00005
0.8445	0.001	458.5	13.755	0.477	0.004	0.002	0.00005
0.8445	0.001	458	13.74	0.477	0.004	0.002	0.00005
0.8445	0.001	457.5	13.725	0.477	0.004	0.002	0.00005
0.8415	0.001	458	13.74	0.477	0.004	0.002	0.00005
0.84	0.001	457	13.71	0.477	0.004	0.002	0.00005
0.8295	0.001	454	13.62	0.477	0.004	0.002	0.00005
0.8205	0.001	450.5	13.515	0.477	0.004	0.002	0.00005
0.816	0.001	448.5	13.455	0.477	0.004	0.002	0.00005
0.81	0.001	446.5	13.395	0.477	0.004	0.002	0.00005
0.8055	0.001	444	13.32	0.477	0.004	0.002	0.00005
0.801	0.001	442.5	13.275	0.477	0.004	0.002	0.00005
0.801	0.001	442	13.26	0.477	0.004	0.002	0.00005
0.7995	0.001	441	13.23	0.477	0.004	0.002	0.00005
0.7965	0.001	440.5	13.215	0.477	0.004	0.002	0.00005
0.7845	0.001	436.5	13.095	0.477	0.004	0.002	0.00005
0.7785	0.001	434.5	13.035	0.477	0.004	0.002	0.00005
0.771	0.001	432	12.96	0.477	0.004	0.002	0.00005
0.765	0.001	429	12.87	0.477	0.004	0.002	0.00005
0.762	0.001	427.5	12.825	0.477	0.004	0.002	0.00005
0.756	0.001	425	12.75	0.477	0.004	0.002	0.00005
0.7515	0.001	423.5	12.705	0.477	0.004	0.002	0.00005
0.753	0.001	423	12.69	0.477	0.004	0.002	0.00005
0.753	0.001	422.5	12.675	0.477	0.004	0.002	0.00005
0.7515	0.001	422.5	12.675	0.477	0.004	0.002	0.00005
0.747	0.001	421.5	12.645	0.477	0.004	0.002	0.00005
0.7425	0.001	420	12.6	0.477	0.004	0.002	0.00005
0.741	0.001	419	12.57	0.477	0.004	0.002	0.00005
0.7365	0.001	417.5	12.525	0.477	0.004	0.002	0.00005
0.7275	0.001	415	12.45	0.477	0.004	0.002	0.00005
0.7215	0.001	412.5	12.375	0.477	0.004	0.002	0.00005
0.711	0.001	408.5	12.255	0.477	0.004	0.002	0.00005
0.708	0.001	406.5	12.195	0.477	0.004	0.002	0.00005
0.699	0.001	404	12.12	0.477	0.004	0.002	0.00005
0.6975	0.001	402	12.06	0.477	0.004	0.002	0.00005
0.693	0.001	401	12.03	0.477	0.004	0.002	0.00005
