I err_I B B_error l_Fe err_l_Fe d 
1.4655 0.5000 667.5000 20.0250 0.4770 0.0040 0.0020
1.4610 0.5000 666.0000 19.9800 0.4770 0.0040 0.0020
1.4535 0.5000 664.0000 19.9200 0.4770 0.0040 0.0020
1.4520 0.5000 663.5000 19.9050 0.4770 0.0040 0.0020
1.4520 0.5000 662.5000 19.8750 0.4770 0.0040 0.0020
1.4490 0.5000 662.0000 19.8600 0.4770 0.0040 0.0020
1.4490 0.5000 661.5000 19.8450 0.4770 0.0040 0.0020
1.4475 0.5000 661.0000 19.8300 0.4770 0.0040 0.0020
1.4385 0.5000 660.0000 19.8000 0.4770 0.0040 0.0020
1.4310 0.5000 658.0000 19.7400 0.4770 0.0040 0.0020
1.4265 0.5000 656.0000 19.6800 0.4770 0.0040 0.0020
1.4205 0.5000 653.5000 19.6050 0.4770 0.0040 0.0020
1.4130 0.5000 652.0000 19.5600 0.4770 0.0040 0.0020
1.4040 0.5000 649.5000 19.4850 0.4770 0.0040 0.0020
1.4010 0.5000 647.5000 19.4250 0.4770 0.0040 0.0020
1.3950 0.5000 646.0000 19.3800 0.4770 0.0040 0.0020
1.3875 0.5000 644.5000 19.3350 0.4770 0.0040 0.0020
1.3815 0.5000 642.5000 19.2750 0.4770 0.0040 0.0020
1.3725 0.5000 640.0000 19.2000 0.4770 0.0040 0.0020
1.3650 0.5000 637.0000 19.1100 0.4770 0.0040 0.0020
1.3605 0.5000 635.0000 19.0500 0.4770 0.0040 0.0020
1.3560 0.5000 634.0000 19.0200 0.4770 0.0040 0.0020
1.3515 0.5000 632.5000 18.9750 0.4770 0.0040 0.0020
1.3440 0.5000 630.5000 18.9150 0.4770 0.0040 0.0020
1.3425 0.5000 629.0000 18.8700 0.4770 0.0040 0.0020
1.3335 0.5000 627.0000 18.8100 0.4770 0.0040 0.0020
1.3245 0.5000 624.5000 18.7350 0.4770 0.0040 0.0020
1.3245 0.5000 623.5000 18.7050 0.4770 0.0040 0.0020
1.3200 0.5000 622.0000 18.6600 0.4770 0.0040 0.0020
1.3170 0.5000 621.0000 18.6300 0.4770 0.0040 0.0020
1.3155 0.5000 620.5000 18.6150 0.4770 0.0040 0.0020
1.3110 0.5000 619.0000 18.5700 0.4770 0.0040 0.0020
1.3050 0.5000 617.5000 18.5250 0.4770 0.0040 0.0020
1.3005 0.5000 616.0000 18.4800 0.4770 0.0040 0.0020
1.2975 0.5000 614.5000 18.4350 0.4770 0.0040 0.0020
1.2975 0.5000 614.0000 18.4200 0.4770 0.0040 0.0020
1.2930 0.5000 613.5000 18.4050 0.4770 0.0040 0.0020
1.2900 0.5000 612.0000 18.3600 0.4770 0.0040 0.0020
1.2840 0.5000 610.0000 18.3000 0.4770 0.0040 0.0020
1.2675 0.5000 607.0000 18.2100 0.4770 0.0040 0.0020
1.2615 0.5000 603.5000 18.1050 0.4770 0.0040 0.0020
1.2600 0.5000 602.5000 18.0750 0.4770 0.0040 0.0020
1.2570 0.5000 601.5000 18.0450 0.4770 0.0040 0.0020
1.2540 0.5000 601.0000 18.0300 0.4770 0.0040 0.0020
1.2495 0.5000 599.5000 17.9850 0.4770 0.0040 0.0020
1.2390 0.5000 597.0000 17.9100 0.4770 0.0040 0.0020
1.2345 0.5000 595.0000 17.8500 0.4770 0.0040 0.0020
1.2270 0.5000 593.0000 17.7900 0.4770 0.0040 0.0020
1.2240 0.5000 591.5000 17.7450 0.4770 0.0040 0.0020
1.2180 0.5000 589.5000 17.6850 0.4770 0.0040 0.0020
1.2165 0.5000 588.5000 17.6550 0.4770 0.0040 0.0020
1.2135 0.5000 587.0000 17.6100 0.4770 0.0040 0.0020
1.2045 0.5000 586.0000 17.5800 0.4770 0.0040 0.0020
1.1985 0.5000 583.5000 17.5050 0.4770 0.0040 0.0020
1.1925 0.5000 581.0000 17.4300 0.4770 0.0040 0.0020
1.1895 0.5000 579.5000 17.3850 0.4770 0.0040 0.0020
1.1850 0.5000 579.0000 17.3700 0.4770 0.0040 0.0020
1.1835 0.5000 577.5000 17.3250 0.4770 0.0040 0.0020
1.1790 0.5000 576.5000 17.2950 0.4770 0.0040 0.0020
1.1460 0.5000 569.0000 17.0700 0.4770 0.0040 0.0020
1.1250 0.5000 561.0000 16.8300 0.4770 0.0040 0.0020
1.1085 0.5000 555.5000 16.6650 0.4770 0.0040 0.0020
1.1040 0.5000 552.0000 16.5600 0.4770 0.0040 0.0020
1.0980 0.5000 550.0000 16.5000 0.4770 0.0040 0.0020
1.0965 0.5000 548.5000 16.4550 0.4770 0.0040 0.0020
1.0890 0.5000 546.5000 16.3950 0.4770 0.0040 0.0020
1.0845 0.5000 544.5000 16.3350 0.4770 0.0040 0.0020
1.0770 0.5000 543.0000 16.2900 0.4770 0.0040 0.0020
1.0740 0.5000 541.0000 16.2300 0.4770 0.0040 0.0020
1.0635 0.5000 538.5000 16.1550 0.4770 0.0040 0.0020
1.0590 0.5000 536.5000 16.0950 0.4770 0.0040 0.0020
1.0545 0.5000 534.5000 16.0350 0.4770 0.0040 0.0020
1.0455 0.5000 532.0000 15.9600 0.4770 0.0040 0.0020
1.0335 0.5000 528.0000 15.8400 0.4770 0.0040 0.0020
1.0230 0.5000 524.0000 15.7200 0.4770 0.0040 0.0020
1.0170 0.5000 521.5000 15.6450 0.4770 0.0040 0.0020
1.0050 0.5000 518.5000 15.5550 0.4770 0.0040 0.0020
1.0005 0.5000 515.5000 15.4650 0.4770 0.0040 0.0020
0.9930 0.5000 513.0000 15.3900 0.4770 0.0040 0.0020
0.9870 0.5000 511.5000 15.3450 0.4770 0.0040 0.0020
0.9825 0.5000 509.0000 15.2700 0.4770 0.0040 0.0020
0.9810 0.5000 508.0000 15.2400 0.4770 0.0040 0.0020
0.9795 0.5000 507.0000 15.2100 0.4770 0.0040 0.0020
0.9765 0.5000 506.0000 15.1800 0.4770 0.0040 0.0020
0.9735 0.5000 505.5000 15.1650 0.4770 0.0040 0.0020
0.9735 0.5000 505.0000 15.1500 0.4770 0.0040 0.0020
0.9720 0.5000 504.5000 15.1350 0.4770 0.0040 0.0020
0.9690 0.5000 503.5000 15.1050 0.4770 0.0040 0.0020
0.9675 0.5000 503.0000 15.0900 0.4770 0.0040 0.0020
0.9555 0.5000 499.5000 14.9850 0.4770 0.0040 0.0020
0.9465 0.5000 497.0000 14.9100 0.4770 0.0040 0.0020
0.9420 0.5000 495.0000 14.8500 0.4770 0.0040 0.0020
0.9360 0.5000 492.5000 14.7750 0.4770 0.0040 0.0020
0.9345 0.5000 491.5000 14.7450 0.4770 0.0040 0.0020
0.9270 0.5000 489.0000 14.6700 0.4770 0.0040 0.0020
0.9210 0.5000 487.0000 14.6100 0.4770 0.0040 0.0020
0.9045 0.5000 483.0000 14.4900 0.4770 0.0040 0.0020
0.8985 0.5000 479.5000 14.3850 0.4770 0.0040 0.0020
0.8895 0.5000 476.5000 14.2950 0.4770 0.0040 0.0020
0.8805 0.5000 473.0000 14.1900 0.4770 0.0040 0.0020
0.8745 0.5000 470.5000 14.1150 0.4770 0.0040 0.0020
0.8715 0.5000 469.0000 14.0700 0.4770 0.0040 0.0020
0.8670 0.5000 467.0000 14.0100 0.4770 0.0040 0.0020
0.8655 0.5000 466.0000 13.9800 0.4770 0.0040 0.0020
0.8625 0.5000 465.0000 13.9500 0.4770 0.0040 0.0020
0.8595 0.5000 464.0000 13.9200 0.4770 0.0040 0.0020
0.8565 0.5000 462.5000 13.8750 0.4770 0.0040 0.0020
0.8505 0.5000 461.0000 13.8300 0.4770 0.0040 0.0020
0.8445 0.5000 459.5000 13.7850 0.4770 0.0040 0.0020
0.8445 0.5000 458.5000 13.7550 0.4770 0.0040 0.0020
0.8445 0.5000 458.0000 13.7400 0.4770 0.0040 0.0020
0.8445 0.5000 457.5000 13.7250 0.4770 0.0040 0.0020
0.8415 0.5000 458.0000 13.7400 0.4770 0.0040 0.0020
0.8400 0.5000 457.0000 13.7100 0.4770 0.0040 0.0020
0.8295 0.5000 454.0000 13.6200 0.4770 0.0040 0.0020
0.8205 0.5000 450.5000 13.5150 0.4770 0.0040 0.0020
0.8160 0.5000 448.5000 13.4550 0.4770 0.0040 0.0020
0.8100 0.5000 446.5000 13.3950 0.4770 0.0040 0.0020
0.8055 0.5000 444.0000 13.3200 0.4770 0.0040 0.0020
0.8010 0.5000 442.5000 13.2750 0.4770 0.0040 0.0020
0.8010 0.5000 442.0000 13.2600 0.4770 0.0040 0.0020
0.7995 0.5000 441.0000 13.2300 0.4770 0.0040 0.0020
0.7965 0.5000 440.5000 13.2150 0.4770 0.0040 0.0020
0.7845 0.5000 436.5000 13.0950 0.4770 0.0040 0.0020
0.7785 0.5000 434.5000 13.0350 0.4770 0.0040 0.0020
0.7710 0.5000 432.0000 12.9600 0.4770 0.0040 0.0020
0.7650 0.5000 429.0000 12.8700 0.4770 0.0040 0.0020
0.7620 0.5000 427.5000 12.8250 0.4770 0.0040 0.0020
0.7560 0.5000 425.0000 12.7500 0.4770 0.0040 0.0020
0.7515 0.5000 423.5000 12.7050 0.4770 0.0040 0.0020
0.7530 0.5000 423.0000 12.6900 0.4770 0.0040 0.0020
0.7530 0.5000 422.5000 12.6750 0.4770 0.0040 0.0020
0.7515 0.5000 422.5000 12.6750 0.4770 0.0040 0.0020
0.7470 0.5000 421.5000 12.6450 0.4770 0.0040 0.0020
0.7425 0.5000 420.0000 12.6000 0.4770 0.0040 0.0020
0.7410 0.5000 419.0000 12.5700 0.4770 0.0040 0.0020
0.7365 0.5000 417.5000 12.5250 0.4770 0.0040 0.0020
0.7275 0.5000 415.0000 12.4500 0.4770 0.0040 0.0020
0.7215 0.5000 412.5000 12.3750 0.4770 0.0040 0.0020
0.7110 0.5000 408.5000 12.2550 0.4770 0.0040 0.0020
0.7080 0.5000 406.5000 12.1950 0.4770 0.0040 0.0020
0.6990 0.5000 404.0000 12.1200 0.4770 0.0040 0.0020
0.6975 0.5000 402.0000 12.0600 0.4770 0.0040 0.0020
0.6930 0.5000 401.0000 12.0300 0.4770 0.0040 0.0020
0.6885 0.5000 399.5000 11.9850 0.4770 0.0040 0.0020
0.6825 0.5000 397.0000 11.9100 0.4770 0.0040 0.0020
0.6750 0.5000 394.0000 11.8200 0.4770 0.0040 0.0020
0.6705 0.5000 392.0000 11.7600 0.4770 0.0040 0.0020
0.6630 0.5000 389.0000 11.6700 0.4770 0.0040 0.0020
0.6510 0.5000 385.0000 11.5500 0.4770 0.0040 0.0020
0.6510 0.5000 383.0000 11.4900 0.4770 0.0040 0.0020
0.6480 0.5000 382.5000 11.4750 0.4770 0.0040 0.0020
0.6465 0.5000 382.0000 11.4600 0.4770 0.0040 0.0020
0.6480 0.5000 381.5000 11.4450 0.4770 0.0040 0.0020
0.6480 0.5000 380.5000 11.4150 0.4770 0.0040 0.0020
0.6465 0.5000 380.5000 11.4150 0.4770 0.0040 0.0020
0.6465 0.5000 380.5000 11.4150 0.4770 0.0040 0.0020
0.6465 0.5000 380.5000 11.4150 0.4770 0.0040 0.0020
0.6450 0.5000 380.0000 11.4000 0.4770 0.0040 0.0020
0.6450 0.5000 380.0000 11.4000 0.4770 0.0040 0.0020
0.6375 0.5000 378.5000 11.3550 0.4770 0.0040 0.0020
0.6360 0.5000 377.0000 11.3100 0.4770 0.0040 0.0020
0.6330 0.5000 376.0000 11.2800 0.4770 0.0040 0.0020
0.6225 0.5000 373.5000 11.2050 0.4770 0.0040 0.0020
0.6210 0.5000 371.5000 11.1450 0.4770 0.0040 0.0020
0.6180 0.5000 369.0000 11.0700 0.4770 0.0040 0.0020
0.6120 0.5000 367.0000 11.0100 0.4770 0.0040 0.0020
0.6045 0.5000 364.5000 10.9350 0.4770 0.0040 0.0020
0.6015 0.5000 363.0000 10.8900 0.4770 0.0040 0.0020
0.5970 0.5000 360.5000 10.8150 0.4770 0.0040 0.0020
0.5925 0.5000 358.5000 10.7550 0.4770 0.0040 0.0020
0.5850 0.5000 356.5000 10.6950 0.4770 0.0040 0.0020
0.5835 0.5000 355.0000 10.6500 0.4770 0.0040 0.0020
0.5775 0.5000 353.0000 10.5900 0.4770 0.0040 0.0020
0.5685 0.5000 349.5000 10.4850 0.4770 0.0040 0.0020
0.5595 0.5000 346.5000 10.3950 0.4770 0.0040 0.0020
0.5550 0.5000 343.5000 10.3050 0.4770 0.0040 0.0020
0.5490 0.5000 340.0000 10.2000 0.4770 0.0040 0.0020
0.5445 0.5000 339.0000 10.1700 0.4770 0.0040 0.0020
0.5430 0.5000 338.0000 10.1400 0.4770 0.0040 0.0020
0.5460 0.5000 337.0000 10.1100 0.4770 0.0040 0.0020
0.5415 0.5000 336.5000 10.0950 0.4770 0.0040 0.0020
0.5355 0.5000 335.0000 10.0500 0.4770 0.0040 0.0020
0.5310 0.5000 332.5000 9.9750 0.4770 0.0040 0.0020
0.5265 0.5000 331.0000 9.9300 0.4770 0.0040 0.0020
0.5250 0.5000 330.0000 9.9000 0.4770 0.0040 0.0020
0.5205 0.5000 328.5000 9.8550 0.4770 0.0040 0.0020
0.5175 0.5000 326.5000 9.7950 0.4770 0.0040 0.0020
0.5145 0.5000 324.5000 9.7350 0.4770 0.0040 0.0020
0.5100 0.5000 323.0000 9.6900 0.4770 0.0040 0.0020
0.5070 0.5000 321.5000 9.6450 0.4770 0.0040 0.0020
0.5025 0.5000 320.0000 9.6000 0.4770 0.0040 0.0020
0.4995 0.5000 318.5000 9.5550 0.4770 0.0040 0.0020
0.4965 0.5000 317.0000 9.5100 0.4770 0.0040 0.0020
0.4950 0.5000 315.5000 9.4650 0.4770 0.0040 0.0020
0.4935 0.5000 315.0000 9.4500 0.4770 0.0040 0.0020
0.4875 0.5000 313.0000 9.3900 0.4770 0.0040 0.0020
0.4845 0.5000 311.5000 9.3450 0.4770 0.0040 0.0020
0.4785 0.5000 309.0000 9.2700 0.4770 0.0040 0.0020
0.4725 0.5000 306.5000 9.1950 0.4770 0.0040 0.0020
0.4725 0.5000 305.0000 9.1500 0.4770 0.0040 0.0020
0.4620 0.5000 302.5000 9.0750 0.4770 0.0040 0.0020
0.4575 0.5000 299.5000 8.9850 0.4770 0.0040 0.0020
0.4515 0.5000 296.0000 8.8800 0.4770 0.0040 0.0020
0.4470 0.5000 294.0000 8.8200 0.4770 0.0040 0.0020
0.4440 0.5000 292.5000 8.7750 0.4770 0.0040 0.0020
0.4425 0.5000 291.5000 8.7450 0.4770 0.0040 0.0020
0.4380 0.5000 291.0000 8.7300 0.4770 0.0040 0.0020
0.4335 0.5000 288.5000 8.6550 0.4770 0.0040 0.0020
0.4245 0.5000 284.5000 8.5350 0.4770 0.0040 0.0020
0.4155 0.5000 281.5000 8.4450 0.4770 0.0040 0.0020
0.4110 0.5000 277.5000 8.3250 0.4770 0.0040 0.0020
0.4035 0.5000 274.5000 8.2350 0.4770 0.0040 0.0020
0.3990 0.5000 272.5000 8.1750 0.4770 0.0040 0.0020
0.3975 0.5000 271.0000 8.1300 0.4770 0.0040 0.0020
0.3915 0.5000 268.5000 8.0550 0.4770 0.0040 0.0020
0.3870 0.5000 266.5000 7.9950 0.4770 0.0040 0.0020
0.3840 0.5000 264.5000 7.9350 0.4770 0.0040 0.0020
0.3780 0.5000 262.0000 7.8600 0.4770 0.0040 0.0020
0.3735 0.5000 259.5000 7.7850 0.4770 0.0040 0.0020
0.3690 0.5000 257.5000 7.7250 0.4770 0.0040 0.0020
0.3645 0.5000 256.0000 7.6800 0.4770 0.0040 0.0020
0.3615 0.5000 254.5000 7.6350 0.4770 0.0040 0.0020
0.3570 0.5000 252.0000 7.5600 0.4770 0.0040 0.0020
0.3540 0.5000 250.0000 7.5000 0.4770 0.0040 0.0020
0.3495 0.5000 248.5000 7.4550 0.4770 0.0040 0.0020
0.3465 0.5000 245.5000 7.3650 0.4770 0.0040 0.0020
0.3360 0.5000 242.0000 7.2600 0.4770 0.0040 0.0020
0.3255 0.5000 236.5000 7.0950 0.4770 0.0040 0.0020
0.3165 0.5000 232.5000 6.9750 0.4770 0.0040 0.0020
0.3135 0.5000 231.0000 6.9300 0.4770 0.0040 0.0020
0.3105 0.5000 229.5000 6.8850 0.4770 0.0040 0.0020
0.3060 0.5000 227.5000 6.8250 0.4770 0.0040 0.0020
0.2955 0.5000 223.0000 6.6900 0.4770 0.0040 0.0020
0.2925 0.5000 220.0000 6.6000 0.4770 0.0040 0.0020
0.2830 0.5000 217.0000 6.5100 0.4770 0.0040 0.0020
0.2835 0.5000 215.0000 6.4500 0.4770 0.0040 0.0020
0.2805 0.5000 214.0000 6.4200 0.4770 0.0040 0.0020
0.2790 0.5000 212.5000 6.3750 0.4770 0.0040 0.0020
0.2745 0.5000 211.0000 6.3300 0.4770 0.0040 0.0020
0.2730 0.5000 210.0000 6.3000 0.4770 0.0040 0.0020
0.2715 0.5000 208.5000 6.2550 0.4770 0.0040 0.0020
0.2640 0.5000 206.5000 6.1950 0.4770 0.0040 0.0020
0.2610 0.5000 204.5000 6.1350 0.4770 0.0040 0.0020
0.2565 0.5000 201.5000 6.0450 0.4770 0.0040 0.0020
0.2445 0.5000 196.5000 5.8950 0.4770 0.0040 0.0020
0.2370 0.5000 193.5000 5.8050 0.4770 0.0040 0.0020
0.2340 0.5000 191.0000 5.7300 0.4770 0.0040 0.0020
0.2265 0.5000 188.5000 5.6550 0.4770 0.0040 0.0020
0.2235 0.5000 185.0000 5.5500 0.4770 0.0040 0.0020
0.2175 0.5000 183.5000 5.5050 0.4770 0.0040 0.0020
0.2190 0.5000 182.5000 5.4750 0.4770 0.0040 0.0020
0.2130 0.5000 180.5000 5.4150 0.4770 0.0040 0.0020
0.2070 0.5000 178.0000 5.3400 0.4770 0.0040 0.0020
0.2055 0.5000 176.5000 5.2950 0.4770 0.0040 0.0020
0.2040 0.5000 175.5000 5.2650 0.4770 0.0040 0.0020
0.2025 0.5000 174.5000 5.2350 0.4770 0.0040 0.0020
0.1890 0.5000 169.5000 5.0850 0.4770 0.0040 0.0020
0.1785 0.5000 165.0000 4.9500 0.4770 0.0040 0.0020
0.1755 0.5000 162.0000 4.8600 0.4770 0.0040 0.0020
0.1740 0.5000 160.5000 4.8150 0.4770 0.0040 0.0020
0.1725 0.5000 159.5000 4.7850 0.4770 0.0040 0.0020
0.1695 0.5000 158.5000 4.7550 0.4770 0.0040 0.0020
0.1650 0.5000 157.0000 4.7100 0.4770 0.0040 0.0020
0.1575 0.5000 154.0000 4.6200 0.4770 0.0040 0.0020
0.1455 0.5000 148.5000 4.4550 0.4770 0.0040 0.0020
0.1350 0.5000 143.0000 4.2900 0.4770 0.0040 0.0020
0.1170 0.5000 134.5000 4.0350 0.4770 0.0040 0.0020
0.1125 0.5000 131.0000 3.9300 0.4770 0.0040 0.0020
0.1095 0.5000 129.0000 3.8700 0.4770 0.0040 0.0020
0.1050 0.5000 127.0000 3.8100 0.4770 0.0040 0.0020
0.1020 0.5000 125.0000 3.7500 0.4770 0.0040 0.0020
0.1005 0.5000 124.0000 3.7200 0.4770 0.0040 0.0020
0.0975 0.5000 122.0000 3.6600 0.4770 0.0040 0.0020
0.0900 0.5000 120.0000 3.6000 0.4770 0.0040 0.0020
0.0915 0.5000 118.5000 3.5550 0.4770 0.0040 0.0020
0.0825 0.5000 117.0000 3.5100 0.4770 0.0040 0.0020
0.0840 0.5000 114.5000 3.4350 0.4770 0.0040 0.0020
0.0825 0.5000 113.5000 3.4050 0.4770 0.0040 0.0020
0.0795 0.5000 112.5000 3.3750 0.4770 0.0040 0.0020
0.0750 0.5000 111.0000 3.3300 0.4770 0.0040 0.0020
0.0660 0.5000 107.0000 3.2100 0.4770 0.0040 0.0020
0.0630 0.5000 104.5000 3.1350 0.4770 0.0040 0.0020
0.0555 0.5000 102.0000 3.0600 0.4770 0.0040 0.0020
0.0540 0.5000 101.0000 3.0300 0.4770 0.0040 0.0020
0.0495 0.5000 99.0000 2.9700 0.4770 0.0040 0.0020
0.0510 0.5000 98.0000 2.9400 0.4770 0.0040 0.0020
0.0390 0.5000 95.5000 2.8650 0.4770 0.0040 0.0020
0.0375 0.5000 92.0000 2.7600 0.4770 0.0040 0.0020
0.0315 0.5000 90.0000 2.7000 0.4770 0.0040 0.0020
0.0300 0.5000 88.5000 2.6550 0.4770 0.0040 0.0020
0.0270 0.5000 86.0000 2.5800 0.4770 0.0040 0.0020
0.0195 0.5000 85.0000 2.5500 0.4770 0.0040 0.0020
0.0075 0.5000 78.0000 2.3400 0.4770 0.0040 0.0020
0.0090 0.5000 77.0000 2.3100 0.4770 0.0040 0.0020
0.0075 0.5000 76.0000 2.2800 0.4770 0.0040 0.0020
0.0090 0.5000 76.0000 2.2800 0.4770 0.0040 0.0020
0.0060 0.5000 75.5000 2.2650 0.4770 0.0040 0.0020
0.0060 0.5000 75.0000 2.2500 0.4770 0.0040 0.0020
0.0030 0.5000 74.0000 2.2200 0.4770 0.0040 0.0020
-0.0015 0.5000 73.0000 2.1900 0.4770 0.0040 0.0020
0.0000 0.5000 72.5000 2.1750 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
-0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0000 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.0000 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
0.0015 0.5000 71.5000 2.1450 0.4770 0.0040 0.0020
